"ACCREDAGENCY","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","CONTROL"
"Middle.States.Commission.on.Higher.Education","X22","X24","X9","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X30","X14","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X11","X7","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X15","X14","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X18","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X16","X14","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X12","X15","X14","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X1","X2","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X13","X17","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X21","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X33","X19","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X22","X11","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X12","X10","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X33","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X18","X11","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X20","X11","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accreditation.Commission.for.Education.in.Nursing","X13","X10","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X6","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X20","X12","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X23","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X19","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X21","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X10","X2","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X17","X15","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Bureau.of.Health.Education.Schools","X11","X10","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Middle.States.Commission.on.Higher.Education","X11","X17","X14","X16","X0","X0","X0","X0","X1","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X42","X5","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X33","X23","X11","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X33","X22","X11","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X33","X23","X9","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X32","X22","X11","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X22","X13","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X42","X23","X11","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X13","X15","X15","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X22","X15","X15","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X15","X15","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X15","X15","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X12","X16","X15","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X22","X19","X13","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X31","X18","X13","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X11","X18","X11","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X32","X18","X13","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X32","X19","X13","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X32","X20","X14","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X18","X15","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X33","X19","X13","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X32","X18","X15","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X33","X19","X13","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X21","X13","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X11","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X20","X11","X12","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X32","X19","X13","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X11","X25","X11","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X23","X18","X5","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X11","X20","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X12","X25","X7","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X10","X3","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Middle.States.Commission.on.Higher.Education","X12","X15","X14","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X12","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X16","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X31","X3","X3","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X17","X9","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X18","X5","X15","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X41","X3","X2","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X13","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X11","X9","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X22","X14","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X13","X18","X11","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X23","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X30","X13","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Middle.States.Commission.on.Higher.Education","X11","X19","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X27","X14","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X42","X21","X12","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X23","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Middle.States.Commission.on.Higher.Education","X21","X2","X2","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X10","X7","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X13","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X12","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X11","X16","X14","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Association.of.Institutions.of.Jewish.Studies","X32","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X3","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X18","X15","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X6","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X31","X22","X11","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X1","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X22","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X21","X10","X8","X1","X0","X0","X0","X0","X0","X0","X0","X1","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X5","X2","X2","X0","X0","X0","X0","X0","X0","X1","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X31","X22","X14","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X3","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X3","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X31","X17","X13","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X1","X2","X4","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X4","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X22","X11","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X2","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X5","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X1","X1","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X21","X10","X11","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X31","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X2","X2","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X5","X2","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X15","X14","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X5","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X16","X13","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X4","X1","X2","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X22","X11","X11","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X17","X14","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X5","X1","X4","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X19","X7","X13","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X4","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X17","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X4","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X22","X10","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X21","X11","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X4","X2","X4","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X6","X2","X2","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X4","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Transnational.Association.of.Christian.Colleges.and.Schools","X41","X24","X5","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X22","X12","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X4","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X21","X10","X11","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X6","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X22","X13","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X18","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X22","X10","X11","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X31","X1","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X22","X10","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X6","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X6","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X21","X12","X11","X0","X0","X0","X0","X0","X0","X0","X0","X1","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X20","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X3","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X9","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X20","X7","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X31","X20","X5","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X16","X11","X16","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X21","X15","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X15","X14","X17","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X16","X15","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X16","X13","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X18","X11","X13","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X30","X15","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X15","X15","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X13","X22","X11","X10","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X16","X15","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X5","X1","X1","X0","X0","X1","X0","X1","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X22","X11","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X18","X11","X13","X0","X0","X0","X0","X0","X0","X1","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X18","X11","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X5","X2","X4","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X18","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X31","X2","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X5","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X3","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X5","X2","X2","X0","X0","X1","X0","X0","X0","X1","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X1","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X22","X2","X2","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X22","X10","X8","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X21","X15","X8","X0","X0","X0","X0","X0","X0","X0","X0","X1","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X4","X1","X2","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X5","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X22","X14","X11","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X32","X5","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
