"ACCREDAGENCY","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","CONTROL"
"Middle.States.Commission.on.Higher.Education","X13","X25","X11","X6","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X11","X26","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X22","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"New.England.Commission.on.Higher.Education","X12","X30","X11","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X4","X3","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X7","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X12","X10","X4","X1","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X10","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"American.Bar.Association","X43","X31","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X12","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X26","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Bureau.of.Health.Education.Schools","X12","X26","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X11","X10","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Northwest.Commission.on.Colleges.and.Universities","X21","X18","X11","X15","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X21","X23","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X18","X9","X16","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X42","X33","X3","X1","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X8","X2","X3","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X21","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Northwest.Commission.on.Colleges.and.Universities","X41","X33","X5","X6","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X4","X1","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"American.Bar.Association","X11","X31","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X43","X33","X2","X1","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X25","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X41","X6","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X30","X10","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"American.Board.of.Funeral.Service.Education.Committee.on.Accreditation","X21","X12","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Transnational.Association.of.Christian.Colleges.and.Schools","X21","X24","X7","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Distance.Education.Accrediting.Commission","X12","X17","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X4","X2","X4","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Bureau.of.Health.Education.Schools","X11","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X13","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Bureau.of.Health.Education.Schools","X12","X26","X5","X6","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Council.for.Continuing.Education...Training","X12","X13","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X21","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X21","X18","X5","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X41","X3","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Northwest.Commission.on.Colleges.and.Universities","X21","X14","X5","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Bureau.of.Health.Education.Schools","X11","X10","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X13","X26","X0","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X12","X26","X0","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X11","X10","X4","X2","X0","X0","X0","X0","X0","X0","X1","X0","X0","X0","X2"
"Association.for.Bibical.Higher.Educaiton","X11","X24","X7","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Transnational.Association.of.Christian.Colleges.and.Schools","X21","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Bureau.of.Health.Education.Schools","X21","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X21","X26","X7","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X21","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Transnational.Association.of.Christian.Colleges.and.Schools","X33","X22","X7","X7","X0","X0","X1","X0","X1","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.for.Bibical.Higher.Educaiton","X42","X13","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X11","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X13","X26","X10","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X20","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X42","X6","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Middle.States.Commission.on.Higher.Education","X21","X26","X7","X6","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Council.on.Occupational.Education","X21","X13","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Middle.States.Commission.on.Higher.Education","X11","X24","X11","X6","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X32","X33","X1","X1","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X11","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X10","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Bureau.of.Health.Education.Schools","X12","X10","X4","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Bureau.of.Health.Education.Schools","X43","X10","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Transnational.Association.of.Christian.Colleges.and.Schools","X11","X24","X10","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1","X2"
"Association.of.Institutions.of.Jewish.Studies","X21","X24","X11","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X26","X9","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.for.Bibical.Higher.Educaiton","X11","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X10","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X12","X7","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Council.on.Occupational.Education","X22","X10","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Northwest.Commission.on.Colleges.and.Universities","X41","X22","X5","X9","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X22","X19","X13","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"New.England.Commission.on.Higher.Education","X21","X27","X14","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"American.Bar.Association","X21","X31","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X21","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.for.Bibical.Higher.Educaiton","X41","X13","X4","X1","X0","X0","X1","X0","X0","X0","X1","X0","X0","X0","X2"
"Distance.Education.Accrediting.Commission","X21","X18","X5","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X43","X33","X1","X1","X0","X0","X0","X1","X0","X0","X0","X0","X0","X0","X1"
"American.Osteopathic.Association","X13","X25","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Council.for.Continuing.Education...Training","X12","X10","X3","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X22","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Midwifery.Education.Accreditation.Council","X11","X26","X0","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Transnational.Association.of.Christian.Colleges.and.Schools","X12","X24","X7","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1","X2"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X22","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X26","X11","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.for.Bibical.Higher.Educaiton","X13","X29","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X13","X22","X15","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X32","X8","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Distance.Education.Accrediting.Commission","X11","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X17","X5","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X13","X1","X1","X3","X0","X0","X0","X0","X1","X0","X0","X0","X0","X0","X1"
"Council.on.Occupational.Education","X21","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X21","X11","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.for.Bibical.Higher.Educaiton","X11","X24","X7","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X11","X24","X12","X8","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Council.on.Occupational.Education","X11","X12","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X12","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X11","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X13","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Transnational.Association.of.Christian.Colleges.and.Schools","X11","X24","X5","X6","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Bureau.of.Health.Education.Schools","X12","X26","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X22","X8","X2","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X13","X18","X5","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X41","X16","X12","X13","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X12","X28","X10","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Northwest.Commission.on.Colleges.and.Universities","X11","X26","X11","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Bureau.of.Health.Education.Schools","X11","X13","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X21","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X11","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X42","X21","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X13","X13","X3","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Council.on.Occupational.Education","X12","X9","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Transnational.Association.of.Christian.Colleges.and.Schools","X13","X1","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Association.for.Bibical.Higher.Educaiton","X41","X24","X13","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1","X2"
"National.Association.of.Schools.of.Music","X12","X30","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Transnational.Association.of.Christian.Colleges.and.Schools","X21","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X11","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X7","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X11","X26","X12","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.of.Advanced.Rabbinical.and.Talmudic.Schools","X21","X24","X11","X10","X0","X0","X0","X0","X0","X0","X0","X1","X0","X0","X2"
"Middle.States.Commission.on.Higher.Education","X13","X18","X10","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Higher.Learning.Commission","X41","X3","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X13","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X19","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X30","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Higher.Learning.Commission","X23","X8","X3","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Southern.Association.of.Colleges.and.Schools.Commission.on.Colleges","X21","X22","X7","X12","X0","X0","X0","X0","X1","X0","X0","X0","X0","X0","X1"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X11","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Bureau.of.Health.Education.Schools","X11","X10","X0","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Bureau.of.Health.Education.Schools","X12","X10","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Council.for.Continuing.Education...Training","X13","X7","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X12","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X41","X11","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Bureau.of.Health.Education.Schools","X21","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.for.Bibical.Higher.Educaiton","X41","X24","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Bureau.of.Health.Education.Schools","X11","X10","X4","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X13","X26","X0","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X41","X4","X1","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Higher.Learning.Commission","X31","X18","X5","X15","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Association.for.Bibical.Higher.Educaiton","X12","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Commission.on.Massage.Therapy.Accreditation","X12","X10","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X12","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
