"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","MAIN","NUMBRANCH","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","ACTCM25","ACTWR25","ACTWR75"
"Akron","OH","Higher Learning Commission","2",0,0,11,2,3,"21","41.02817","-81.493109","23","5","6","0","0","0","0","0","0","0","0","0","NULL","0.8659","NULL","NULL","NULL"
"Akron","OH","Higher Learning Commission","3",0,1,2,1,3,"12","41.078551","-81.511679","16","12","15","0","0","0","0","0","0","0","0","0","NULL","0.9255","19","NULL","NULL"
"Akron","OH","NULL","1",0,1,1,1,3,"12","41.09905","-81.571862","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","0.8375","NULL","NULL","NULL"
"Orrville","OH","Higher Learning Commission","3",0,0,2,1,3,"41","40.861519","-81.789979","3","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Salem","OH","Association for Bibical Higher Educaiton","3",0,1,1,2,3,"41","40.86722","-80.861232","24","10","8","0","0","0","0","0","0","0","0","0","79","NULL","NULL","NULL","NULL"
"Cincinnati","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,3,3,3,"11","39.104312","-84.510735","9","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lima","OH","Council on Occupational Education","1",0,1,1,1,3,"23","40.692999","-84.149151","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cincinnati","OH","National Association of Schools of Arts and Design","3",0,1,1,2,3,"11","39.108805","-84.513913","30","11","6","0","0","0","0","0","0","0","0","0","NULL","0.4544","16","NULL","NULL"
"Ashland","OH","Council on Occupational Education","1",0,1,1,1,3,"42","40.801018","-82.266808","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Ashland","OH","Higher Learning Commission","3",0,1,1,2,3,"31","40.861755","-82.321061","18","12","14","0","0","0","0","0","0","0","0","0","28","0.7351","20","NULL","NULL"
"Jefferson","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,1,1,3,"41","41.746864","-80.733023","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cincinnati","OH","Commission on Accrediting of the Association of Theological Schools","NULL",0,1,1,2,3,"11","39.082926","-84.371927","24","5","6","0","0","0","0","0","0","0","0","0","30","NULL","NULL","NULL","NULL"
"Concord Twp","OH","Council on Occupational Education","1",0,1,1,1,3,"41","41.649238","-81.243798","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Canton","OH","Higher Learning Commission","2",0,1,1,2,3,"13","40.796186","-81.404053","26","5","6","0","0","0","0","0","0","0","0","0","NULL","0.8824","20","4","8"
"Berea","OH","Higher Learning Commission","3",0,1,1,2,3,"21","41.373017","-81.851145","18","13","14","0","0","0","0","0","0","0","0","0","71","0.7805","NULL","NULL","NULL"
"St Clairsville","OH","Higher Learning Commission","2",0,1,1,1,3,"41","40.07695","-80.964901","8","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Bluffton","OH","Higher Learning Commission","3",0,1,1,2,3,"32","40.895606","-83.899439","22","10","8","0","0","0","0","0","0","0","0","0","69","0.4884","18","NULL","NULL"
"Ravenna","OH","NULL","1",0,0,3,3,3,"21","41.179959","-81.24961","7","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Huron","OH","Higher Learning Commission","3",0,0,2,1,3,"41","41.397521","-82.594156","2","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Bowling Green","OH","Higher Learning Commission","3",0,1,2,1,3,"31","41.375513","-83.640896","16","12","16","0","0","0","0","0","0","0","0","0","NULL","0.732","19","NULL","NULL"
"Parma","OH","Middle States Commission on Higher Education","2",0,0,18,3,3,"21","41.404607","-81.781757","23","7","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Rio Grande","OH","Council on Occupational Education","1",0,1,1,1,3,"42","38.892181","-82.388043","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Monroe","OH","Council on Occupational Education","1",0,1,1,1,3,"21","39.44114","-84.431434","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Canton","OH","Council on Occupational Education","1",0,1,1,1,3,"13","40.787778","-81.407001","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","1","NULL","NULL","NULL"
"Columbus","OH","Higher Learning Commission","3",0,1,1,2,3,"21","39.954875","-82.937867","19","15","14","0","0","0","0","0","0","0","0","0","39","0.6865","22","NULL","NULL"
"Cleveland","OH","Higher Learning Commission","3",0,1,1,2,3,"11","41.507419","-81.609596","15","14","17","0","0","0","0","0","0","0","0","0","NULL","0.3312","30","8","9"
"Cedarville","OH","Higher Learning Commission","3",0,1,1,2,3,"31","39.749237","-83.814692","20","14","14","0","0","0","0","0","0","0","0","0","54","0.7145","23","NULL","NULL"
"Newark","OH","Higher Learning Commission","2",0,1,1,1,3,"23","40.069314","-82.447441","9","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Independence","OH","Accrediting Bureau of Health Education Schools","1",0,1,1,2,3,"21","41.397093","-81.656988","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Wilberforce","OH","Higher Learning Commission","3",0,1,1,1,3,"41","39.715787","-83.880186","22","10","11","1","0","0","0","0","0","0","0","0","NULL","0.4801","15","NULL","NULL"
"Saint Martin","OH","Higher Learning Commission","2",0,1,1,2,3,"42","39.210369","-83.887153","3","2","1","0","0","0","0","0","0","0","0","0","30","NULL","NULL","NULL","NULL"
"Youngstown","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,1,1,3,"13","41.100847","-80.644393","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cincinnati","OH","Higher Learning Commission","2",0,1,1,2,3,"11","39.121821","-84.509564","26","5","6","0","0","0","0","0","0","0","0","0","NULL","0.5144","20","NULL","NULL"
"Cincinnati","OH","Higher Learning Commission","3",0,1,1,2,3,"11","39.114169","-84.55408","24","11","8","0","0","0","0","0","0","0","0","0","48","0.8811","16","NULL","NULL"
"Cincinnati","OH","Higher Learning Commission","2",0,1,1,2,3,"21","39.206578","-84.505604","32","11","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cincinnati","OH","Higher Learning Commission","3",0,1,3,1,3,"11","39.131159","-84.51428","15","14","16","0","0","0","0","0","0","0","0","0","NULL","0.7649","23","7","8"
"Cincinnati","OH","Higher Learning Commission","2",0,1,1,1,3,"11","39.149915","-84.536936","8","1","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Batavia","OH","Higher Learning Commission","3",0,0,3,1,3,"21","39.080645","-84.19437","23","7","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Blue Ash","OH","Higher Learning Commission","3",0,0,3,1,3,"21","39.234333","-84.399956","14","7","12","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Circleville","OH","Higher Learning Commission","3",0,1,1,2,3,"32","39.613155","-82.904885","19","7","12","0","0","0","0","0","0","0","0","0","79","NULL","NULL","NULL","NULL"
"Springfield","OH","Higher Learning Commission","1",0,1,1,1,3,"13","39.896411","-83.799788","5","1","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Wheeling","WV","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"13","40.064691","-80.721814","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cleveland","OH","Higher Learning Commission","3",0,1,1,2,3,"11","41.510435","-81.602416","30","12","7","0","0","0","0","0","0","0","0","0","NULL","0.5423","20","NULL","NULL"
"Cleveland","OH","NULL","1",0,1,3,3,3,"11","41.500402","-81.671341","-2","-2","-2","NULL","NULL","NULL","NULL","NULL","NU","NULL","0","0","NULL","NULL","NULL","NULL","NULL"
"Cleveland","OH","National Association of Schools of Music","3",0,1,1,2,3,"11","41.512444","-81.608878","30","14","7","0","0","0","0","0","0","0","0","0","NULL","0.4306","NULL","NULL","NULL"
"Cleveland","OH","Higher Learning Commission","3",0,1,1,1,3,"11","41.502281","-81.674355","16","9","15","0","0","0","0","0","0","0","0","0","NULL","0.9006","19","6","8"
"Lisbon","OH","Council on Occupational Education","1",0,1,1,1,3,"32","40.768063","-80.747828","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbus","OH","Accrediting Commission of Career Schools and Colleges","2",0,1,1,3,3,"11","40.023538","-82.911808","7","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbus","OH","Higher Learning Commission","3",0,1,1,2,3,"11","39.966074","-82.989479","30","13","10","0","0","0","0","0","0","0","0","0","NULL","0.7011","NULL","NULL","NULL"
"Columbus","OH","Higher Learning Commission","1",0,1,1,1,3,"11","39.96887","-82.98766","6","1","5","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cleveland","OH","Higher Learning Commission","2",0,1,1,1,3,"11","41.494906","-81.683533","5","1","5","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Toledo","OH","Higher Learning Commission","2",0,1,1,3,3,"11","41.692513","-83.629753","7","1","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Miamisburg","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"21","39.628936","-84.222996","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Dayton","OH","Higher Learning Commission","3",0,1,1,2,3,"12","39.739547","-84.176113","16","14","17","0","0","0","0","0","0","0","0","0","30","0.7168","24","NULL","NULL"
"Defiance","OH","Higher Learning Commission","3",0,1,1,2,3,"32","41.296842","-84.357075","22","11","8","0","0","0","0","0","0","0","0","0","76","0.5648","18","NULL","NULL"
"Granville","OH","Higher Learning Commission","3",0,1,1,2,3,"23","40.071505","-82.523272","21","14","11","0","0","0","0","0","0","0","0","0","NULL","0.3724","28","NULL","NULL"
"Piqua","OH","Higher Learning Commission","2",0,1,1,1,3,"41","40.157699","-84.212385","6","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Milan","OH","Council on Occupational Education","1",0,1,1,1,3,"41","41.332655","-82.630439","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cleveland","OH","Middle States Commission on Higher Education","2",0,0,18,3,3,"11","41.503009","-81.666136","23","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Findlay","OH","Higher Learning Commission","3",0,1,1,2,3,"32","41.053344","-83.652313","17","12","14","0","0","0","0","0","0","0","0","0","57","0.7508","21","NULL","NULL"
"Columbus","OH","Higher Learning Commission","3",0,1,1,2,3,"11","39.95831","-82.990375","29","5","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Akron","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"12","41.113868","-81.57615","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cincinnati","OH","Higher Learning Commission","3",0,1,1,2,3,"11","39.1153","-84.505703","24","7","7","0","0","0","0","0","0","0","0","0","79","NULL","NULL","NULL","NULL"
"Cincinnati","OH","Higher Learning Commission","2",0,1,1,2,3,"11","39.140348","-84.521196","26","5","6","0","0","0","0","0","0","0","0","0","30","0.4464","18","NULL","NULL"
"Cincinnati","OH","Council on Occupational Education","1",0,1,1,1,3,"21","39.289951","-84.413556","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Salem","OH","Accreditation Commission for Education in Nursing","1",0,1,1,1,3,"31","40.902408","-80.851045","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","0.55","NULL","NULL","NULL"
"Columbus","OH","Council on Occupational Education","1",0,1,1,1,3,"11","40.012851","-82.980603","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","0.8261","NULL","NULL","NULL"
"New York","NY","Middle States Commission on Higher Education","3",0,1,3,2,2,"11","40.728938","-73.994499","24","0","18","0","0","0","0","0","0","0","0","0","80","NULL","NULL","NULL","NULL"
"Tiffin","OH","Higher Learning Commission","3",0,1,1,2,3,"32","41.114833","-83.168387","22","12","11","0","0","0","0","0","0","0","0","0","76","0.7606","19","NULL","NULL"
"Hiram","OH","Higher Learning Commission","3",0,1,1,2,3,"31","41.3107","-81.143981","22","11","8","0","0","0","0","0","0","0","0","0","NULL","0.6353","18","NULL","NULL"
"Troy","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,1,2,3,"21","40.053024","-84.219809","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Nelsonville","OH","Higher Learning Commission","2",0,1,1,1,3,"32","39.441954","-82.220791","5","3","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cincinnati","OH","Accrediting Bureau of Health Education Schools","1",0,1,6,3,3,"21","39.286023","-84.452851","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Dayton","OH","Accrediting Commission of Career Schools and Colleges","2",0,1,1,3,3,"12","39.764986","-84.137499","12","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Steubenville","OH","Higher Learning Commission","2",0,1,1,1,3,"13","40.376056","-80.672337","6","1","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"University Heights","OH","Higher Learning Commission","3",0,1,1,2,3,"21","41.491321","-81.531338","19","14","14","0","0","0","0","0","0","0","0","0","30","0.8503","22","7","8"
"Westerville","OH","Accrediting Bureau of Health Education Schools","1",0,1,1,3,3,"21","40.084407","-82.901039","26","9","9","0","0","0","0","0","0","0","0","0","NULL","0.5498","NULL","NULL","NULL"
"Austintown","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"21","41.102228","-80.775293","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Ashtabula","OH","Higher Learning Commission","3",0,0,8,1,3,"32","41.888296","-80.830377","14","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"East Liverpool","OH","Higher Learning Commission","3",0,0,8,1,3,"31","40.616966","-80.576702","26","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Canton","OH","Higher Learning Commission","3",0,0,8,1,3,"21","40.868568","-81.43731","14","5","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Warren","OH","Higher Learning Commission","3",0,0,8,1,3,"21","41.278748","-80.836233","23","5","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"New Philadelphia","OH","Higher Learning Commission","3",0,0,8,1,3,"32","40.467736","-81.407707","23","5","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Salem","OH","Higher Learning Commission","3",0,0,8,1,3,"41","40.86408","-80.835458","23","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Kent","OH","Higher Learning Commission","3",0,1,8,1,3,"21","41.146653","-81.342533","16","13","16","0","0","0","0","0","0","0","0","0","NULL","0.8751","21","6","8"
"Burton","OH","Higher Learning Commission","3",0,0,8,1,3,"41","41.483727","-81.143085","14","5","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Gambier","OH","Higher Learning Commission","3",0,1,1,2,3,"32","40.374408","-82.397977","21","14","11","0","0","0","0","0","0","0","0","0","NULL","0.3384","29","8","10"
"Kettering","OH","Higher Learning Commission","3",0,1,2,2,3,"21","39.695052","-84.192006","26","5","6","0","0","0","0","0","0","0","0","0","95","0.2836","21","NULL","NULL"
"Painesville","OH","Higher Learning Commission","3",0,1,1,2,3,"21","41.717841","-81.251817","19","11","8","0","0","0","0","0","0","0","0","0","NULL","0.6045","18","NULL","NULL"
"Kirtland","OH","Higher Learning Commission","2",0,1,1,1,3,"21","41.637463","-81.364723","3","1","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Chesapeake","OH","Council on Occupational Education","1",0,1,1,1,3,"41","38.491898","-82.473516","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lima","OH","Higher Learning Commission","2",0,1,1,1,3,"23","40.738347","-84.026319","9","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Sheffield Village","OH","Council on Occupational Education","2",0,1,2,3,3,"22","41.423809","-82.073403","7","3","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Sandusky","OH","Council on Occupational Education","2",0,0,2,3,3,"32","41.415212","-82.667389","8","3","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Elyria","OH","Higher Learning Commission","2",0,1,1,1,3,"13","41.413293","-82.073549","2","1","4","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Sylvania","OH","Higher Learning Commission","3",0,1,1,2,3,"21","41.710009","-83.706108","20","7","10","0","0","0","0","0","0","0","0","0","30","0.9667","18","6","8"
"Canton","OH","Higher Learning Commission","3",0,1,1,2,3,"13","40.825662","-81.376863","19","12","11","0","0","0","0","0","0","0","0","0","65","0.6599","19","NULL","NULL"
"Marietta","OH","Higher Learning Commission","3",0,1,1,2,3,"31","39.41668","-81.450045","22","12","11","0","0","0","0","0","0","0","0","0","NULL","0.6703","20","NULL","NULL"
"Marion","OH","Higher Learning Commission","2",0,1,1,1,3,"32","40.577017","-83.089156","9","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Medina","OH","Council on Occupational Education","1",0,1,1,1,3,"41","41.155104","-81.901592","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Toledo","OH","Higher Learning Commission","2",0,1,1,2,3,"11","41.658319","-83.552538","26","5","6","0","0","0","0","0","0","0","0","0","30","0.5747","NULL","NULL","NULL"
"Delaware","OH","Commission on Accrediting of the Association of Theological Schools","3",0,1,1,2,3,"21","40.253643","-83.060146","24","0","18","0","0","0","0","0","0","0","0","0","71","NULL","NULL","NULL","NULL"
"Hamilton","OH","Higher Learning Commission","3",0,0,3,1,3,"21","39.377448","-84.563385","22","7","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Middletown","OH","Higher Learning Commission","3",0,0,3,1,3,"23","39.523776","-84.35724","22","7","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Oxford","OH","Higher Learning Commission","3",0,1,3,1,3,"31","39.507757","-84.732954","16","14","16","0","0","0","0","0","0","0","0","0","NULL","0.682","26","NULL","NULL"
"Dayton","OH","NULL","2",0,0,12,3,3,"12","39.760706","-84.186228","9","0","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cincinnati","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"11","39.182803","-84.425549","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Englewood","OH","Council on Occupational Education","1",0,1,1,1,3,"21","39.845377","-84.328951","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbus","OH","Higher Learning Commission","3",0,1,2,2,3,"11","39.956625","-83.021501","26","9","6","0","0","0","0","0","0","0","0","0","30","0.9932","19","NULL","NULL"
"Alliance","OH","Higher Learning Commission","3",0,1,1,2,3,"31","40.905256","-81.111029","22","12","11","0","0","0","0","0","0","0","0","0","71","0.8109","20","NULL","NULL"
"Mount Vernon","OH","Higher Learning Commission","3",0,1,1,2,3,"32","40.372901","-82.471074","19","12","11","0","0","0","0","0","0","0","0","0","59","0.7674","19","NULL","NULL"
"Cincinnati","OH","Higher Learning Commission","3",0,1,1,2,3,"21","39.095893","-84.639453","18","12","10","0","0","0","0","0","0","0","0","0","30","0.7325","20","NULL","NULL"
"Zanesville","OH","Higher Learning Commission","2",0,1,1,1,3,"32","39.96241","-82.031198","6","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"New Concord","OH","Higher Learning Commission","3",0,1,1,2,3,"32","39.996426","-81.73703","20","12","11","0","0","0","0","0","0","0","0","0","66","0.7439","19","6","8"
"Canton","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"13","40.849493","-81.392278","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Mansfield","OH","Higher Learning Commission","2",0,1,1,1,3,"41","40.798777","-82.581582","9","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lorain","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"22","41.465263","-82.174342","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Archbold","OH","Higher Learning Commission","2",0,1,1,1,3,"42","41.450596","-84.297855","9","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Toledo","OH","Council on Occupational Education","1",0,1,1,1,3,"11","41.682287","-83.590926","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","0.8596","NULL","NULL","NULL"
"Cleveland","OH","Higher Learning Commission","3",0,1,1,2,3,"21","41.506894","-81.516617","20","11","10","0","0","0","0","0","0","0","0","0","30","0.8948","17","NULL","NULL"
"Rootstown","OH","Higher Learning Commission","3",0,1,1,1,3,"21","41.102919","-81.245302","25","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lima","OH","Higher Learning Commission","2",0,1,1,2,3,"23","40.762917","-84.157004","23","11","13","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Oberlin","OH","Higher Learning Commission","3",0,1,1,2,3,"31","41.291992","-82.216795","21","14","11","0","0","0","0","0","0","0","0","0","NULL","0.3372","28","NULL","NULL"
"Cleveland","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,3,"11","41.518038","-81.656868","11","4","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbus","OH","Higher Learning Commission","3",0,1,1,2,3,"11","39.992764","-82.940689","18","13","11","0","0","0","0","0","0","0","0","0","30","0.7716","19","NULL","NULL"
"Dayton","OH","NULL","2",0,1,1,3,3,"21","39.714113","-84.225279","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Ada","OH","Higher Learning Commission","3",0,1,1,2,3,"31","40.7662","-83.827441","22","14","11","0","0","0","0","0","0","0","0","0","71","0.661","22","NULL","NULL"
"Wooster","OH","Higher Learning Commission","3",0,0,6,1,3,"32","40.775194","-81.922936","13","3","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lima","OH","Higher Learning Commission","3",0,0,6,1,3,"41","40.738521","-84.02384","23","10","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Mansfield","OH","Higher Learning Commission","3",0,0,6,1,3,"41","40.796536","-82.580194","23","10","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Marion","OH","Higher Learning Commission","3",0,0,6,1,3,"32","40.577779","-83.090597","23","10","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Newark","OH","Higher Learning Commission","3",0,0,6,1,3,"23","40.069314","-82.447441","23","10","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lima","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"23","40.761697","-84.164435","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbus","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,3,"21","39.977375","-82.877144","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbus","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"11","40.065397","-83.018081","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"CANAL WINCHESTER","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"21","39.856608","-82.831966","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbus","OH","Higher Learning Commission","3",0,1,6,1,3,"11","39.999324","-83.014853","15","15","16","0","0","0","0","0","0","0","0","0","NULL","0.4806","27","8","9"
"Saint Clairsville","OH","Higher Learning Commission","3",0,0,6,1,3,"41","40.073392","-80.976073","14","7","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Chillicothe","OH","Higher Learning Commission","3",0,0,6,1,3,"32","39.329404","-83.002175","14","7","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Ironton","OH","Higher Learning Commission","3",0,0,6,1,3,"22","38.524781","-82.666876","14","7","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lancaster","OH","Higher Learning Commission","3",0,0,6,1,3,"41","39.738752","-82.586069","14","6","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Athens","OH","Higher Learning Commission","3",0,1,6,1,3,"32","39.326798","-82.100985","16","9","16","0","0","0","0","0","0","0","0","0","NULL","0.7393","22","7","8"
"Zanesville","OH","Higher Learning Commission","3",0,0,6,1,3,"32","39.96098","-82.031063","32","7","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"East Liverpool","OH","Accrediting Bureau of Health Education Schools","2",0,1,1,3,3,"31","40.6796","-80.572063","10","3","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Steubenville","OH","Accreditation Commission for Education in Nursing","1",0,1,1,2,3,"13","40.376294","-80.672323","-2","-2","-2","0","0","0","0","0","0","0","0","0","30","0.8462","NULL","NULL","NULL"
"Delaware","OH","Higher Learning Commission","3",0,1,1,2,3,"21","40.295963","-83.069757","21","12","11","0","0","0","0","0","0","0","0","0","71","0.7139","NULL","NULL","NULL"
"Westerville","OH","Higher Learning Commission","3",0,1,1,2,3,"21","40.125327","-82.936444","19","12","11","0","0","0","0","0","0","0","0","0","71","0.764","21","7","8"
"Perrysburg","OH","Higher Learning Commission","2",0,1,1,1,3,"21","41.587998","-83.538634","9","1","4","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Portsmouth","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"31","38.739039","-82.979351","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Brecksville","OH","Council on Occupational Education","1",0,1,1,1,3,"21","41.344555","-81.625375","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
