"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","MAIN","NUMBRANCH","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","ACTCM25","ACTWR25","ACTWR75"
"Wilberforce","OH","Commission on Accrediting of the Association of Theological Schools","3",0,1,1,2,3,"41","39.715286","-83.884871","24","0","18","0","0","0","0","0","0","0","0","0","51","NULL","NULL","NULL","NULL"
"Columbus","OH","Higher Learning Commission","3",0,1,1,2,3,"11","40.120735","-83.018829","24","11","8","0","0","0","0","0","0","0","1","0","30","0.9286","NULL","NULL","NULL"
"Maumee","OH","Accrediting Bureau of Health Education Schools","1",0,1,1,3,3,"21","41.584008","-83.672408","10","4","1","0","0","0","0","0","0","0","0","0","NULL","0.8396","NULL","NULL","NULL"
"Sandusky","OH","Accreditation Commission for Education in Nursing","1",0,1,1,2,3,"32","41.43719","-82.71189","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Wickliffe","OH","Association of Advanced Rabbinical and Talmudic Schools","3",0,1,1,2,3,"21","41.593533","-81.485261","24","10","8","0","0","0","0","0","0","0","1","0","80","0.9444","NULL","NULL","NULL"
"Niles","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,2,3,3,"21","41.197513","-80.72803","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Centerville","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,4,3,3,"21","39.644364","-84.146046","7","4","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Rio Grande","OH","Higher Learning Commission","2",0,1,1,2,3,"42","38.881764","-82.378852","23","7","10","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Kettering","OH","Accrediting Commission of Career Schools and Colleges","2",0,1,1,3,3,"21","39.681305","-84.134269","12","4","1","0","0","0","0","0","0","0","0","0","NULL","0.4936","NULL","NULL","NULL"
"Portsmouth","OH","Higher Learning Commission","3",0,1,1,1,3,"31","38.730867","-82.993769","20","13","13","0","0","0","0","0","0","0","0","0","NULL","0.6891","18","NULL","NULL"
"Dayton","OH","Higher Learning Commission","1",0,1,1,1,3,"12","39.757598","-84.200628","5","1","5","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbus","OH","Accrediting Council for Independent Colleges and Schools","2",0,0,5,3,3,"11","39.91594","-82.916201","10","3","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cincinnati","OH","NULL","3",1,0,21,3,3,"21","39.255963","-84.45701","14","11","6","NULL","NULL","NULL","NULL","NULL","NU","NULL","0","0","NULL","NULL","NULL","NULL","NULL"
"North Canton","OH","Higher Learning Commission","2",0,1,1,1,3,"21","40.870597","-81.439017","8","1","4","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Maumee","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,3,"21","41.582662","-83.683042","8","2","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Steubenville","OH","Higher Learning Commission","3",0,1,1,2,3,"13","40.376919","-80.620524","19","15","11","0","0","0","0","0","0","0","0","0","30","0.8318","23","NULL","NULL"
"Hillsboro","OH","Higher Learning Commission","2",0,1,1,1,3,"32","39.236924","-83.614085","6","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fremont","OH","Higher Learning Commission","2",0,1,1,1,3,"41","41.354111","-83.157799","9","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tiffin","OH","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"32","41.114497","-83.175814","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tiffin","OH","Higher Learning Commission","3",0,1,1,2,3,"32","41.118316","-83.184197","18","13","10","0","0","0","0","0","0","0","0","0","NULL","0.6883","NULL","NULL","NULL"
"Toledo","OH","Higher Learning Commission","3",0,1,1,1,3,"11","41.660572","-83.614714","16","13","15","0","0","0","0","0","0","0","0","0","NULL","0.9435","20","6","8"
"South Point","OH","Association for Bibical Higher Educaiton","3",0,1,1,2,3,"22","38.426238","-82.579887","24","5","6","0","0","0","0","0","0","0","0","0","88","NULL","NULL","NULL","NULL"
"Nelsonville","OH","Council on Occupational Education","1",0,1,1,1,3,"41","39.433202","-82.210554","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Marion","OH","Council on Occupational Education","1",0,1,1,1,3,"32","40.583077","-83.069824","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbus","OH","Commission on Accrediting of the Association of Theological Schools","NULL",0,1,1,2,3,"21","39.95624","-82.940631","-2","-2","-2","0","0","0","0","0","0","0","0","0","39","NULL","NULL","NULL","NULL"
"Cincinnati","OH","Higher Learning Commission","3",0,1,5,2,3,"11","39.126921","-84.500166","17","5","6","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Dayton","OH","Commission on Accrediting of the Association of Theological Schools","3",0,1,1,2,3,"21","39.813423","-84.276913","24","0","18","0","0","0","0","0","0","0","0","0","71","NULL","NULL","NULL","NULL"
"Piqua","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,1,1,3,"31","40.161207","-84.213946","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Urbana","OH","Higher Learning Commission","NULL",0,1,1,2,3,"31","40.102594","-83.760301","20","7","7","0","0","0","0","0","0","0","0","0","NULL","0.7105","17","NULL","NULL"
"Pepper Pike","OH","Higher Learning Commission","3",0,1,1,2,3,"21","41.497035","-81.465118","19","9","7","0","0","0","0","0","0","0","0","1","30","0.9333","18","7","8"
"Lakewood","OH","Accrediting Commission of Career Schools and Colleges","2",0,1,1,3,3,"21","41.484253","-81.769767","14","5","6","0","0","0","0","0","0","0","0","0","NULL","0.875","NULL","NULL","NULL"
"North Canton","OH","Higher Learning Commission","3",0,1,1,2,3,"21","40.873908","-81.369931","19","12","11","0","0","0","0","0","0","0","0","0","30","0.7923","20","NULL","NULL"
"Marietta","OH","Higher Learning Commission","2",0,1,1,1,3,"41","39.430824","-81.43392","9","1","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Wilberforce","OH","Higher Learning Commission","3",0,1,1,2,3,"41","39.707291","-83.880595","22","10","8","1","0","0","0","0","0","0","0","0","51","0.4829","14","NULL","NULL"
"Wilmington","OH","Higher Learning Commission","3",0,1,1,2,3,"32","39.444744","-83.818342","22","12","11","0","0","0","0","0","0","0","0","0","65","0.8415","19","NULL","NULL"
"Findlay","OH","Commission on Accrediting of the Association of Theological Schools","3",0,1,2,2,3,"32","41.052464","-83.650711","24","0","18","0","0","0","0","0","0","0","0","0","79","NULL","NULL","NULL","NULL"
"Springfield","OH","Higher Learning Commission","3",0,1,1,2,3,"13","39.934029","-83.815445","21","12","11","0","0","0","0","0","0","0","0","0","39","0.7218","NULL","NULL","NULL"
"Wooster","OH","Higher Learning Commission","3",0,1,1,2,3,"32","40.81046","-81.934674","21","14","11","0","0","0","0","0","0","0","0","0","NULL","0.5644","24","8","9"
"Dayton","OH","Higher Learning Commission","3",0,1,2,1,3,"21","39.780634","-84.064881","16","13","16","0","0","0","0","0","0","0","0","0","NULL","0.9677","19","6","8"
"Celina","OH","Higher Learning Commission","3",0,0,2,1,3,"41","40.546074","-84.509194","22","10","6","0","0","0","0","0","0","0","0","0","NULL","0.9946","18","6","8"
"Cincinnati","OH","Higher Learning Commission","3",0,1,1,2,3,"11","39.149547","-84.47465","18","14","14","0","0","0","0","0","0","0","0","0","30","0.7391","22","NULL","NULL"
"Youngstown","OH","Higher Learning Commission","3",0,1,1,1,3,"13","41.104928","-80.64659","18","12","15","0","0","0","0","0","0","0","0","0","NULL","0.6363","19","NULL","NULL"
"Oklahoma City","OK","NULL","1",0,1,1,3,6,"21","35.435766","-97.43714","-2","-2","-2","NULL","NULL","NULL","NULL","NULL","NU","NULL","0","0","NULL","NULL","NULL","NULL","NULL"
"Muskogee","OK","Higher Learning Commission","3",1,1,1,2,6,"32","35.777082","-95.334046","22","11","8","0","0","1","0","0","0","1","0","0","52","0.7285","15","NULL","NULL"
"Bartlesville","OK","Higher Learning Commission","3",0,1,1,2,6,"32","36.717453","-95.95671","19","7","7","0","0","0","0","0","0","0","0","0","89","0.6231","18","NULL","NULL"
"Bethany","OK","Higher Learning Commission","3",0,1,1,2,6,"21","35.513295","-97.629504","18","11","11","0","0","0","0","0","0","0","0","0","59","NULL","NULL","NULL","NULL"
"Broken Arrow","OK","NULL","1",0,1,2,3,6,"21","36.049093","-95.79792","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Ada","OK","Oklahoma State Board of Career and Technology Education","1",0,1,1,1,6,"41","34.7484","-96.683815","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lawton","OK","Higher Learning Commission","3",0,1,1,1,6,"13","34.606487","-98.434163","19","7","12","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Poteau","OK","Higher Learning Commission","2",0,1,1,1,6,"32","35.039173","-94.633986","1","2","2","0","0","1","0","0","0","1","0","0","NULL","NULL","NULL","NULL","NULL"
"Oklahoma City","OK","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,6,"11","35.621488","-97.560235","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Edmond","OK","Higher Learning Commission","3",0,1,1,1,6,"21","35.6552","-97.471508","18","9","15","0","0","0","0","0","0","0","0","0","NULL","0.7552","19","NULL","NULL"
"Claremore","OK","NULL","1",0,1,1,3,6,"31","36.312618","-95.612814","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Warner","OK","Higher Learning Commission","2",0,1,1,1,6,"43","35.492873","-95.319541","1","2","2","0","0","1","0","0","0","1","0","0","NULL","NULL","NULL","NULL","NULL"
"Ada","OK","Higher Learning Commission","3",0,1,1,1,6,"33","34.771934","-96.663849","18","11","13","0","0","0","0","0","0","1","0","0","NULL","0.4802","18","NULL","NULL"
"Wilburton","OK","Higher Learning Commission","2",0,1,1,1,6,"33","34.914079","-95.328995","1","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"El Reno","OK","Higher Learning Commission","2",0,1,1,1,6,"32","35.518475","-97.974592","3","1","2","0","0","0","0","0","0","1","0","0","NULL","NULL","NULL","NULL","NULL"
"Enid","OK","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"33","36.393267","-97.927122","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lawton","OK","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"13","34.604991","-98.402794","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Moore","OK","Transnational Association of Christian Colleges and Schools","3",0,1,1,2,6,"21","35.300757","-97.491107","21","11","7","0","0","0","0","0","0","0","0","0","41","0.4057","17","NULL","NULL"
"Langston","OK","Higher Learning Commission","3",0,1,1,1,6,"42","35.943982","-97.260317","20","10","11","1","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tishomingo","OK","Higher Learning Commission","2",0,1,1,1,6,"42","34.222949","-96.677906","1","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tulsa","OK","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,6,"11","36.176642","-95.878902","28","10","10","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tahlequah","OK","Higher Learning Commission","3",0,1,1,1,6,"33","35.919939","-94.967229","18","9","12","0","0","0","0","0","0","1","0","0","NULL","0.9569","19","NULL","NULL"
"Tahlequah","OK","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"33","35.915551","-94.962015","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tonkawa","OK","Higher Learning Commission","2",0,1,1,1,6,"33","36.678649","-97.295887","6","2","3","0","0","0","0","0","0","1","0","0","NULL","NULL","NULL","NULL","NULL"
"Miami","OK","Higher Learning Commission","2",0,1,1,1,6,"32","36.877255","-94.867248","4","3","2","0","0","0","0","0","0","1","0","0","NULL","NULL","NULL","NULL","NULL"
"Alva","OK","Higher Learning Commission","3",0,1,1,1,6,"33","36.796658","-98.667673","20","7","10","0","0","0","0","0","0","0","0","0","NULL","0.8304","17","NULL","NULL"
"Tulsa","OK","American Osteopathic Association","3",0,1,1,1,6,"11","36.137977","-96.005702","25","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Edmond","OK","Higher Learning Commission","3",0,1,1,2,6,"11","35.611412","-97.469526","18","12","11","0","0","0","0","0","0","0","0","0","74","0.6281","20","6","8"
"Oklahoma City","OK","Higher Learning Commission","3",0,0,4,1,6,"11","35.47928","-97.496289","25","11","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Goodwell","OK","Higher Learning Commission","3",0,1,1,1,6,"42","36.594518","-101.638488","22","10","8","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Stillwater","OK","Higher Learning Commission","3",0,1,1,1,6,"32","36.123085","-97.069743","15","15","16","0","0","0","0","0","0","0","0","0","NULL","0.7428","22","NULL","NULL"
"Oklahoma City","OK","Higher Learning Commission","2",0,1,1,1,6,"11","35.474969","-97.581959","14","5","12","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Shawnee","OK","Higher Learning Commission","3",0,1,1,2,6,"32","35.360492","-96.932459","22","12","11","0","0","0","0","0","0","0","0","0","54","0.6472","20","NULL","NULL"
"Oklahoma City","OK","Higher Learning Commission","2",0,1,1,1,6,"11","35.387699","-97.570109","1","1","4","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Oklahoma City","OK","Higher Learning Commission","3",0,1,1,2,6,"11","35.495271","-97.541242","17","15","11","0","0","0","0","0","0","0","0","0","71","0.717","23","7","8"
"Norman","OK","Higher Learning Commission","3",0,1,4,1,6,"22","35.209407","-97.444211","15","14","16","0","0","0","0","0","0","0","0","0","NULL","0.74","23","NULL","NULL"
"Okmulgee","OK","Higher Learning Commission","2",0,1,1,1,6,"32","35.626934","-95.940373","23","7","10","0","0","0","0","0","0","1","0","0","NULL","NULL","NULL","NULL","NULL"
"Tulsa","OK","Higher Learning Commission","3",0,1,1,2,6,"11","36.049129","-95.952547","22","13","14","0","0","0","0","0","0","0","0","0","79","0.9334","20","NULL","NULL"
"Oklahoma City","OK","NULL","1",0,0,10,3,6,"11","35.462955","-97.610378","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Claremore","OK","Higher Learning Commission","3",0,1,1,1,6,"31","36.321437","-95.635718","22","7","10","0","0","0","0","0","0","1","0","0","NULL","NULL","NULL","NULL","NULL"
"Midwest City","OK","Higher Learning Commission","2",0,1,1,1,6,"21","35.44372","-97.414113","2","1","3","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Jenks","OK","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"21","36.023435","-95.975154","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Chickasha","OK","Higher Learning Commission","3",0,1,1,1,6,"32","35.031392","-97.95641","21","12","8","0","0","0","0","0","0","0","0","0","NULL","0.5214","19","NULL","NULL"
"Seminole","OK","Higher Learning Commission","2",0,1,1,1,6,"32","35.249515","-96.704908","1","2","2","0","0","0","0","0","0","1","0","0","NULL","NULL","NULL","NULL","NULL"
"Durant","OK","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"32","33.991184","-96.377181","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Durant","OK","Higher Learning Commission","3",0,1,1,1,6,"32","34.006808","-96.376864","18","13","12","0","0","0","0","0","0","1","0","0","NULL","0.724","18","NULL","NULL"
"Bethany","OK","Higher Learning Commission","3",0,1,1,2,6,"21","35.513314","-97.63934","22","11","7","0","0","0","0","0","0","0","0","0","47","0.7704","16","NULL","NULL"
"Weatherford","OK","Higher Learning Commission","3",0,1,1,1,6,"33","35.535281","-98.707768","18","13","13","0","0","0","0","0","0","0","0","0","NULL","0.9197","18","NULL","NULL"
"Tulsa","OK","Higher Learning Commission","2",0,1,1,1,6,"11","36.106788","-95.90825","4","1","4","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tulsa","OK","Accrediting Commission of Career Schools and Colleges","1",0,1,4,3,6,"11","36.148202","-95.954378","11","4","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tulsa","OK","Higher Learning Commission","3",0,1,1,2,6,"11","36.152324","-95.945941","16","14","14","0","0","0","0","0","0","0","0","0","66","0.3895","25","NULL","NULL"
"Muskogee","OK","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,6,"32","35.75113","-95.380222","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tahlequah","OK","Oklahoma State Board of Career and Technology Education","1",0,0,4,1,6,"33","35.920192","-94.991469","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Altus","OK","Higher Learning Commission","2",0,1,1,1,6,"33","34.669018","-99.33699","4","2","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Woodward","OK","NULL","1",0,1,1,3,6,"33","36.43491","-99.386309","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Woodward","OK","Oklahoma State Board of Career and Technology Education","1",0,1,1,1,6,"41","36.40621","-99.427304","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Medford","OR","NULL","1",0,1,1,3,8,"13","42.328125","-122.863083","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Portland","OR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"11","45.52213","-122.677741","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
